cat_id,train_text
7,نقش موثر مشاوران خانواده در آموزش و تربیت فرزند \r\n به گزارش خبرنگار خبرگزاری آنا ، دکتر کاظم شریعت نیا با تاکید بر روش های علمی موثر تربیتی فرزندان گفت: خواسته ها و انتظارات فرزندان واضح و روشن است، والدین با درک این مهم و احترام به خواسته ها و احساسات فرزندان می توانند با ایجاد حس همدلی و همکاری در حل بسیاری از مسایل آنان کمک کنند. \r\n\r\n رئیس دانشگاه آزاد اسلامی واحد آزادشهر تصریح کرد: والدین همواره از داشتن فرزندی ناخلف و بی تربیت بیمناک هستند، اما آیا در تربیت صحیح فرزندان خود به اندازه کافی وقت گذاشته اند. \r\n\r\n شریعت نیا افزود: گزینه های تربیتی بسیاری وجود دارد که در تربیت فرزندان حائز اهمیت است از جمله برخورد مناسب و شایسته با کودکان در قبال انجام کاری مفید که قابل تقدیر باشد در همان لحظه و در همان مکان، راهنمایی و هدایت فرزندان به سمت کارهای خوب و پسندیده و همچنین بالا بردن سطح اعتماد به نفس آنان و بسیاری از موارد که در تربیت صحیح فرزندان تاثیرگذار خواهد بود. \r\n\r\n انتهای پیام/ع
7,"استفاده از ظرفیتهای آموزش وپرورش در مبارزه باموادمخدر \r\n بهرام سلیمانیان در گفتگو با خبرنگارآموزش وپرورش پانا گفت : جهت اجتماعی شدن مبارزه با موادمخدرتلاش سه نهاد در قالب ""مثلث همکاری ویژه""مهم جلوه می نمایدکه شامل: دستگاه هایی که تکالیف قانونی دارند،سازمانهای مردم نهاد ورسانه های مکتوب وغیرمکتوب می باشد که در صورت درکنار هم قرار گرفتن این سه ظرفیت ، اتفاقات خوشایندی رخ خواهد داد. \r\n\r\n وی ادامه داد: دبیران تربیت بدنی ،مربیان بهداشت ورابطین پیشگیری(مدیران مدارس) ظرفیتهای قابل توجهی در آموزش وپرورش جهت مبارزه با موادمخدر تلقی می شوند. \r\n\r\n معاون تربیت بدنی وسلامت آموزش وپرورش خراسان شمالی ادامه داد: دو ویژگی محل سکونت وخانواده برای دانش آموزان در معرض خطر و دانش آموزان پرخطر تاثیرگزار است که پیگیری مشکلات ومسائل دانش آموزان پر خطر برای آموزش وپرورش ، امری ضروری به شمار می آید. \r\n\r\n سلیمانیان با اشاره به برنامه های خاص برای فرهنگیان خانم سرپرست خانوار گفت: معاون تربیت بدنی وسلامت آموزش وپرورش استان به منظور پیشگیری از آسیبهای اجتماعی سرپرستان خانوار (خانم) و فرزندان آنها ، در نظر دارد برنامه های دانش افزایی و آگاهی بخشی ،آموزش مهارتهای زندگی،برنامه های تفریحی از جمله اردوها،مسابقات ورزشی را برای این سرپرستان خانواده وفرزندان آنان اجرا نماید."
7,"تربیت جنسی چه هست و چه نیست \r\n تربیت جنسی ، پروردن و اوج دادن به رفتارهای جنسی نیست بلکه پرورش، تعدیل و جهت دهی است. \r\n\r\n امروزه پیشرفت سریع دنیا در حیطه ارتباطات ، خانواده ها و فرزندان آن ها را در معرض هجوم فراوان اطلاعات مناسب و نامناسب قرار داده. همین طور محدوده روابط و وسایل ارتباطی با گستردگی و پیچیدگی بسیاری مواجه شده و دنیای فرزندان ما از محدوده کوچک خانه و مدرسه بسیار فراتر رفته و پای تبادل افکار و اطلاعات حتی به آن سوی مرزها هم کشیده شده. این مسئله در کنار جوانب مثبتی که دارد ، عواقب خطرناکی هم برای خانواده ها و فرزندان آن ها دارد. بعید نیست در این گیر و دار ، عواقب سوء وضعیت نابسامان مسائل جنسی در دنیای غرب ، آلودگی ها و لغزش ها و بیماری های ناشی از این انحرافات دامن گیر خانواده و فرزندان ما نیز بشود. \r\n در چنین اوضاعی اولین و سودمند ترین اقدام از طرف والدین توجه بیشتر به آموزش و تربیت جنسی است. تربیت جنسی ، پروردن و اوج دادن به رفتارهای جنسی نیست بلکه پرورش، تعدیل و جهت دهی است. منظور از تربیت جنسی در واقع هدایت درست احساسات جنسی فرزندان در مسیری است که موجب شکوفایی و رشد آن ها شود. متاسفانه در جامعه ما گاه بزرگ تر ها نقش ضعیفی در تربیت جنسی فرزند خود عهده دار می شوند و بیشتر آموزش های موجود به شکل غیر رسمی در بین دوستان و همسالان رد و بدل می شود. \r\n\r\n ریشه اختلالات و انحرافات جنسی در کودکی \r\n گر چه اغلب مشکلات جنسی در دوره بزرگسالی به وجود می آید، اما ریشه واقعی و علل اصلی این مشکلات در مسائل دوران کودکی و نوجوانی و عوامل تربیتی آن دوران نهفته است. والدین باید با شناخت این عوامل ، توجه به آن ها و پیشگیری از وقوعشان ، زندگی جنسی سالمی را برای فرزندان خود فراهم کنند. عواملی چون: \r\n\r\n 1) انزوای کودکی \r\n کودکانی که در طفولیت و کودکی برای مدتی طولانی از دیگران جدا بوده اند، در روند تعامل روانی- جنسی خود دچار مشکل می شوند. گاه مشکلات بزرگسالی در واقع جبران محرومیت های عاطفی دوران کودکی است. \r\n\r\n 2) اتفاقات خاص در دوره کودکی و نوجوانی \r\n یک اتفاق جنسی ، هر چند به ظاهر ساده و کوچک در دوره کودکی و نوجوانی ممکن است بر رفتارهای بعدی فرد تآثیر بگذارد. مثلا همجنس گرایی اغلب در مواردی شروع می شود که فرد در دوان کودکی درگیر یک رابطه جنسی شده و یا حداقل فرد بد آموزی داشته باشد. ضربه زدن به پشت کودک ، دردی توام با لذت در او ایجاد می کند و در برخی کودکان موجب انحراف جنسی به صورت تمایل به خودآزاری می شود. \r\n\r\n اگر کودک شما سوالاتی را در این رابطه از شما نمی پرسد، به این معنا نیست که او هنوز کوچک است، بلکه به این معناست که نمی داند چگونه سوالات خود را از شما بپرسد یا احساس کرده شما در پاسخ به این مسائل بی میل هستید یا از طرح این مسائل ناراحت می شوید. صبر کردن تا بلوغ برای شروع صحبت در مورد مسائل جنسی و و عدم وجود فضای ارتباطی مناسب برای طرح شدن سوالات احتمالی می تواند زمینه مشکلات جدی را فراهم نماید \r\n\r\n 3) الگوسازی جنسی نادرست و شکست در همانند سازی \r\n همانند سازی همان الگو گیری دختر از مادر و پسر از پدر است. این الگو قرار دادن شامل نحوه صحبت کردن ، حرکات، تفریح، بازی، پوشش، آرایش و رفتارهای دیگر است. عدم موفقیت در گرفتن الگوهای مناسب و نقش های صحیح جنسی ، ممکن است سبب اختلالات جنسی شود. \r\n\r\n 4) نداشتن اطلاعات درست \r\n دسته ای از منحرفان جنسی کسانی هستند که فهم درستی از مسائل جنسی نداشته و در دوران کودکی از آموختن این گونه مسائل به شدت ترسانده و منع شده اند. \r\n\r\n 5) ترس از مسئولیت \r\n گاه ترس از عهده دار شدن مسئولیت به عنوان یک فرد بزرگسال و رشد نکردن کافی و درست شخصیت فرد ، زمینه ساز انحراف می شود. \r\n\r\n سن مناسب برای شروع تربیت و آموزش جنسی چه سنی است؟ \r\n بعضی از والدین تصور می کنند که اگر با فرزندان در مورد مسائل جنسی سخن نگویند ، افکار جنسی در کودکان تقویت نمی شود و آن ها به رفتارهای جنسی وسوسه یا علاقه مند نخواهند شد.اما حقیقت این است که کودکان از زمانی که در سال های ابتدایی زندگی ، قدرت تشخیص پیدا می کنند سوالاتی درمورد مسائل جنسی در ذهن خود دارند.اگر کودک شما سوالاتی را در این رابطه از شما نمی پرسد، به این معنا نیست که او هنوز کوچک است، بلکه به این معناست که نمی داند چگونه سوالات خود را از شما بپرسد یا احساس کرده شما در پاسخ به این مسائل بی میل هستید یا از طرح این مسائل ناراحت می شوید. صبر کردن تا بلوغ برای شروع صحبت در مورد مسائل جنسی و و عدم وجود فضای ارتباطی مناسب برای طرح شدن سوالات احتمالی می تواند زمینه مشکلات جدی را فراهم نماید. \r\n\r\n فرآوری: زهرا سادات طباطبایی \r\n\r\n بخش خانواده ایرانی تبیان \r\n\r\n منبع:"" تربیت جنسی و فرزندان ما"" تالیف دکتر حامد اختیاری"
7,وضعیت آب و هوا در تعطیلات پیش رو \r\n مدیر کل پیش بینی و هشدار سریع سازمان هواشناسی با اشاره به مواج شدن دریای خزر طی 48 ساعت آینده گفت: از عصر فردا شاهد بارش باران در مناطق زلزله زده خواهیم بود.عبدالرضا امیدوار شهری افزود: بر اساس نقشه های پیش یابی هواشناسی از فردا در آذربایجان شرقی و مناطق زلزله زده شاهد افزایش ابر خواهیم بود. این افزایش ابر از عصر فردا همراه با رعد و برق و بارندگی پراکنده و وزش باد خواهد بود.وی افزود: این وضعیت تا روز یکشنبه نیز ادامه خواهد داشت و شاهد بارندگی پراکنده در این مناطق خواهیم بود.مدیر کل پیش بینی و هشدار سریع سازمان هواشناسی گفت: از اواخر وقت امروز با نفوذ جریانات شمالی در سواحل دریای خزر دمای هوا در این مناطق کاهش یافته و دریای خزر مواج خواهد بود.
7,افزایش آلاینده های جوی در شهرهای صنعتی \r\n مدیرکل پیش بینی وهشدار سازمان هواشناسی کشور آخرین پیش بینی ها از وضعیت آب و هوای کشور در روزهای آتی را تشریح کرد. \r\n\r\n احد وظیفه در گفت وگو با ایسنا، در تشریح جزئیات این خبر گفت: براساس آخرین نقشه های پیش یابی هواشناسی از روز شنبه نیز بارش های خفیف و پراکنده را در این مناطق شاهد خواهیم بود اما به تدریج ازعصر شنبه از میزان ابرناکی در این مناطق کاسته خواهد شد. \r\n\r\n وی با بیان اینکه پیش بینی می شود در روز جمعه غلظت آلاینده های جوی در شهرهای صنعتی نیمه شمالی کشور کاهش بیابد، گفت: از روز شنبه و طی روزهای یکشنبه و دوشنبه به سبب ایجاد شرایط پایدار و سکون نسبی هوا در کشورشاهد افزایش چگالی آلاینده های جوی در شهرهای صنعتی و بزرگ نظیر تهران، اراک، اصفهان، کرج و تبریز و در نتیجه کاهش کیفیت هوا خواهیم بود که این پدیده می تواند منجر به کاهش کیفیت هوا و دید افقی شود. \r\n\r\n به گفته وظیفه از عصر روز شنبه وزش باد در شرق و جنوب شرق کشور به عنوان پدیده غالب پیش بینی شده است. \r\n\r\n مدیرکل پیش بینی وهشدار سازمان هواشناسی کشور درباره آخرین پیش بینی ها از وضعیت آب و هوای پایتخت نیز گفت: آسمان تهران در روز شنبه صاف ودرپاره ای از نقاط همراه با غبار محلی پیش بینی شده است و بیشترین و کمترین دمای آن نیز 10 و یک درجه سانتی گراد بالای صفر خواهد بود.
7,وضعیت آب و هوای تهران، گیلان و مازندران \r\n مهندس احد وظیفه گفت: براساس نقشه های پیش یابی هواشناسی با ورود سامانه بارشی ازسه شنبه 5 فروردین در مناطق جنوبی کشور شاهد ابرناکی و بارش باران خواهیم بود.وی با بیان اینکه از بعدازظهر چهارشنبه 6 فروردین بر میزان بارش ها در این منطقه افزوده خواهد شد، گفت: این شرایط در روز پنجشنبه 7 فروردین نیز ادامه خواهد داشت و از بعداز ظهر این روز از سمت جنوب غرب از میزان ابرناکی کاسته خواهد شد.به گفته مدیرکل پیش بینی و هشدار سریع سازمان هواشناسی کشور بارش ها از بعدازظهر چهارشنبه 6 فروردین تا اواخر وقت پنجشنبه در جنوب کرمان، هرمزگان و جنوب سیستان و بلوچستان گاهی با رگبار و رعد و برق همراه خواهد بود و از اواخر پنجشنبه 7 فروردین و جمعه 8 فروردین نیز شاهد بارش پراکنده در استان های شمال غرب کشور خواهیم بود.وی با اشاره به اینکه ازعصر چهارشنبه 6 فروردین تا اواخر پنجشنبه به تناوب بارش باران و گاهی رگبار و رعد و برق در نیمه جنوبی استان های کرمان، شرق و مرکز هرمزگان، تنگه هرمز، جزیره قشم و نیمه جنوبی سیستان و بلوجستان پیش بینی شده است، گفت: بنابراین پیش بینی می شود که در این مناطق آب گرفتگی معابر و سیل آبی شدن رودخانه ها و مسیل ها رخ دهد.وی هشدار داد که هنگام تردد از مناطق مستعد سیلاب و آبگرفتگی احتیاط لازم انجام شده و تا حد امکان از اقامت در حاشیه رودها و مسیل ها خودداری شود.وظیفه درباره وضعیت آب و هوای پایتخت در روزهای چهارشنبه 6 فروردین و پنجشنبه 7 فروردین نیز گفت: آسمان پایتخت در روز چهارشنبه صاف تا کمی ابری پیش بینی شده و در روز پنجشنبه نیز این وضعیت همراه با بارش پراکنده در ارتفاعات ادامه خواهد داشت.مدیر کل پیش بینی و هشدار سریع سازمان هواشناسی کشور بیشینه دمای هوای تهران در این دو روزرا به ترتیب 17 و 18 و کمینه آن را نیز 8 و 9 درجه سانتی گراد بالای صفر اعلام کرد.وظیفه درباره وضعیت آب و هوا در دو استان مازندران و گیلان نیز گفت: در دو روز آینده آسمان نیمه ابری و در پاره ای از نقاط همراه با مه صبحگاهی در این دو استان پیش بینی می شود که این وضعیت در روز پنجشنبه با بارش پراکنده باران در ارتفاعات همراه خواهد بود.به گفته وی وضعیت آب و هوا در استان خراسان رضوی نیز کمی ابری و در پاره ای از نقاط همراه با مه صبحگاهی پیش بینی شده است.
7,محمد اصغری وضعیت هوای سیستان و بلوچستان را از زاهدان پیش بینی کرد \r\n به گزارش خبرگزاری فارس از زاهدان، امشب سیستم رایانه صفحه لمسی هواشناسی برای نمایش هوشمند وضعیت جوی استان در استودیو خبر صدا و سیمای سیستان و بلوچستان با حضور محمد اصغری کارشناس سازمان هواشناسی افتتاح شد. \r\n\r\n رایانه صفحه لمسی هواشناسی یا Touch Screen وظیفه نمایش اطلاعات جوی در ساعات گذشته و پیش بینی وضعیت آب و هوا در روز های پیش رو را بر عهده دارد. \r\n\r\n محمد اصغری کارشناس سازمان هواشناسی در نخستین اجرای این سیستم در استودیو واحد خبر صدا و سیمای سیستان و بلوچستان که از شبکه استانی هامون پخش شد، از ورود سامانه بارشی به سیستان و بلوچستان و وقوع بارش باران در نقاط مختلف استان تا چهارشنبه این هفته خبر داد. \r\n\r\n وی پیش بینی کرد: تا اواخر روز سه شنبه، در اکثر نقاط سیستان و بلوچستان به ویژه نواحی مرکزی، جنوبی و جنوب شرق و سواحل رگبار همراه با رعد و برق و تند باد و در برخی نقاط احتمال تگرگ، پیش بینی می شود. \r\n\r\n این کارشناس هواشناسی با اشاره به گرمای هوا در شهرستان دلگان، برای این منطقه احتمال وقوع پدیده رعد و برق پیش بینی کرد. \r\n انتهای پیام/3139/ش20
7,پیش بینی هوا در 24 ساعت آینده \r\n مدیر پبش بینی و هشدار سازمان هواشناسی کشور آخرین پیش بینی ها از وضعیت آب و هوای کشور را تشریح کرد. احد وظیفه گفت: براساس نقشه های پیش یابی طی روزهای شنبه ویکشنبه برای نوار غربی کشور و دامنه های البرز افزایش ابر، بارش پراکنده و وزش باد پیش بینی می شود. همچنین از روز سه شنبه تا آخر هفته جوی پایدار بر کشور حاکم خواهد شد که پیامد آن سکون نسبی هوا وافزایش آلاینده های جوی در شهرهای صنعتی وپرجمعیت می باشد.به گفته وی روز دوشنبه خلیج فارس مواج پیش بینی می شود و در سواحل دریای خزر در روز دوشنبه کاهش دما پیش بینی می شود.مدیر پبش بینی و هشدار سازمان هواشناسی کشور با اشاره به وضعیت هوای تهران اظهار کرد: بر این اساس، آسمان تهران امروز یکشنبه کمی ابری درپاره ای نقاط نیمه ابری همراه با وزش باد در ارتفاعات بارش پراکنده پیش بینی می شود و حداقل و حداکثر دما 4 و 14 درجه سانتیگراد خواهد بود. در روز دوشنبه نیز آسمان پایتخت صاف تا کمی ابری و درپاره ای نقاط غبارآلود همراه خواهد بود و حداقل و حداکثر دما در این روز به 3 و 12درجه سانتیگراد خواهد رسید.
7,پیش بینی وضعیت هوا در روزهای آخر هفته \r\n احد وظیفه گفت: براساس نقشه های پیش یابی هواشناسی طی 24 ساعت آینده در غالب مناطق کشور جو پایدار بوده و در نیمه شمالی کشور افزایش نسبی دما پیش بینی می شود که افزایش دما در سواحل شمالی کشور قابل توجه بوده و در برخی مناطق سواحل غربی خزر و استان اردبیل با وزش باد جنوبی نسبتأ شدید همراه خواهد بود. \r\n\r\n او ادامه داد: از بعد از ظهر روز چهارشنبه با نفوذ جریان های شمالی ضمن کاهش دما در نوار شمالی کشور، ابتدا درشمال غرب و برخی مناطق غرب و بتدریج طی روز پنجشنبه در سواحل دریای خزر و دامنه مرکزی البرز و تا اواخر وقت این روز در شمال شرق کشور ابرناکی، بارش باران و برف و وزش باد پیش بینی می شودکه این موج روز جمعه در برخی مناطق شمال شرق کشور فعال بوده وبتدریج از کشور خارج می شود. \r\n\r\n او با بیان این که دریای خزر از چهارشنبه شب و طی روز پنجشنبه مواج خواهد بود، گفت: از روز چهارشنبه تا پایان هفته جاری در جنوب شرق کشور افزایش ابر و در ساعات بعد از ظهر وزش باد، رگبار باران، در مناطق مرتفع بارش برف پیش بینی می شود که این وضعیت روز پنج شنبه در این منطقه تشدید شده و به شرق کشور نیز کشیده خواهدشد. \r\n\r\n مدیرکل پبش بینی و هشدار سریع سازمان هواشناسی کشور با اشاره به وضعیت هوای تهران، گفت: بر این اساس، آسمان تهران در روز پنجشنبه ابری در ارتفاعات بارش باران و برف در بعدازظهر کاهش ابر و وزش باد پیش بینی می شود و حداقل و حداکثر دما در این روز 4 و 13درجه سانتیگراد خواهد بود. همچنین در روز جمعه نیز آسمان پایتخت به صاف خواهد بود که حداقل و حداکثر دما در این روز 6و 13درجه خواهد بود. \r\n اخبار اجتماعی - ایسنا
7,پیش بینی وضعیت آب و هوا در سه روز آتی \r\n ایسنا: مدیرکل پیش بینی و هشدار سازمان هواشناسی کشور، پیش بینی های وضعیت آب و هوای کشور در سه روز آینده را تشریح کرد. \r\n\r\n احد وظیفه افزود: بر اساس تحلیل آخرین داده های هواشناسی در روز دوشنبه بارش پراکنده در استان های فارس، بوشهر، یزد، شمال کرمان، خراسان جنوبی، خراسان رضوی پیش بینی می شود و به علت نزدیک شدن سامانه بارشی از غرب کشور ابرناکی در استانهای نیمه غربی از دوشنبه بعدازظهر افزایش می یابد و بارش پراکنده در استان های کردستان، آذربایجان غربی، کرمانشاه، ایلام، لرستان و شمال خوزستان شروع می شود. \r\n\r\n وی با اشاره به افزایش بارش در روز چهارشنبه مجددا در نیمه غربی، گفت: بتدریج بر میزان بارش در این استان ها افزوده می شود و تا سه شنبه بعدازظهر گستره بارش غالب نواحی استان های نیمه غربی، استان های واقع در جنوب البرز و سواحل شمالی را در بر می گیرد. با حرکت این سامانه به سمت شرق از سه شنبه بعدازظهر از میزان بارش در برخی مناطق نیمه غربی موقتا کاسته می شود و در نواحی شمال شرق و شرق کشور بارش باران به وقوع می پیوندد. \r\n\r\n وی با بیان این که نیمه غربی خلیج فارس طی سه روز آینده مواج خواهد بود، افزود: در صبح روز سه شنبه و صبح چهارشنبه احتمال وقوع رگبار و رعد وبرق همراه با تگرک در برخی مناطق نیمه غربی وجود دارد. همچنین احتمال وقوع گرد و خاک در جنوب غرب و غرب کشور در روزهای دوشنبه، سه شنبه و چهارشنبه صبح وجود دارد. \r\n\r\n مدیرکل پبش بینی و هشدار سریع سازمان هواشناسی کشور با اشاره به وضعیت هوای تهران، اظهارکرد: بر این اساس، آسمان تهران در روز سه شنبه ابری همراه با بارش باران و وزش باد در ارتفاعات بارش برف پیش بینی می شود و حداقل و حداکثر دما در این روز9 و 14درجه سانتیگراد خواهد بود. همچنین در روز چهارشنبه نیز آسمان پایتخت نیمه ابری تا ابری و بارش باران و در ارتفاعات بارش برف خواهد بود که حداقل و حداکثر دما در این روز9و 13درجه خواهد بود.
7,نیمه شمالی کشور، از روز سه شنبه با کاهش قابل توجه دما روبروست \r\n کار شناس سازمان هوا شناسی با بیان اینکه از روز سه شنبه تا روزهای پایانی هفته آینده با نفوذ جریان های سرد شمالی در کشور روبرو هستیم؛ اظهار کرد: بر این اساس در نیمه دوم هفته آینده با کاهش قابل ملاحظه دما در نیمه شمالی کشور رو برو خواهیم بود. \r\n\r\n فرشته گودرزی در گفت و گو با خبرنگار ایلنا در مورد پیش وضعیت آب و هوای کشور گفت: طی دو روز آینده در برخی مناطق دامنه های جنوبی زاگرس و جنوب کشور شاهد آسمانی ابری، بارش باران، گاهی همراه با رعد و برق و وزش باد خواهیم بود. \r\n\r\n وی ادامه داد: بارش ها روز گذشته در شمال استان فارس و استان کهکیلویه و بویر احمد بود، اما امروز گسترش بارش ها به شرق کشور نیز کشیده می شود، البته بارش ها امروز در استان های فارس،بوشهر و شرق کرمان شدت بیشتری خواهد داشت. \r\n\r\n این کار شناس هوا شناسی افزود: همچنین امروز با تقویت جریان های شمالی بر مقدار بارش ها در سواحل خزر افزوده می شود. \r\n\r\n گودرزی اظهار کرد: از بعد از ظهر روز یکشنبه از مقدار ابر ها در جنوب کشور کاسته شده و بارش ها در شرق و شمال شرق و به صورت پراکنده در سواحل دریای خزر و نواحی مرکزی کشور ادامه می یابد که در مناطق سردسیر بارش ها به صورت برف خواهد بود. \r\n\r\n وی تصریح کرد: روز دوشنبه نیز در شمال شرق و شرق کشور بارش پیش بینی می شود. همچنین از روز سه شنبه تا روزهای پایانی هفته آینده با نفوذ جریان های سرد شمالی کاهش قابل ملاحظه دما در نیمه شمالی کشور رخ خواهد داد. \r\n\r\n این کار شناس هوا شناسی در ارتباط وضعیت آب و هوای پایتخت اظهار کرد: برای تهران نیز امروز آسمانی نیمه ابری همرا با گاهی وزش باد و بارش های پراکنده پیش بینی می شود.
7,وضعیت آب تهران وخیم شد \r\n میزان: قائم مقام شرکت آب و فاضلاب استان تهران، وضعیت آب سدهای تهران را به خصوص سدهای لار و لتیان را بحرانی اعلام کرد و گفت: به دلیل عدم بارش مناسب باران وضعیت آب سدهای تهران وخیم است و مردم باید ضمن صرفه جویی برای بارش نزولات جوی دست به دعا بردارند. \r\n\r\n علیرضا نوذری پور ، با اشاره به این که ذخایر سدها را در سال های گذشته از دست داده ایم گفت: به دلیل عدم بارندگی مطلوب از ذخایر سدها استفاد می کنیم به طوری که برای تامین آب شرب مردم تهران در بهمن ماه با نگرانی هایی مواجه هستیم. \r\n\r\n قائم مقام شرکت آب و فاضلاب استان تهران، ذخایر آب 5 سد استان تهران را 361 میلیون متر کعب اعلام کرد و گفت: به دلیل وضعیت ذخایر آبی استان تهران آب سدها در مقایسه با مدت مشابه دو سال گذشته دو برابر این میزان بود. \r\n\r\n وی، در ادامه ازافزایش میزان مصرف آب در فصل زمستان به دلیل افزایش درجه دما خبر داد و افزود: میزان مصرف آب به دو میلیون و 600 هزار متر مکعب افزایش یافته است. \r\n\r\n قائم مقام شرکت آب و فاضلاب استان تهران، با بیان این که افزایش درجه دمای هوا موجب تبخیر آب سدها شده است ادامه داد: به دلیل تبخیر آب سدها، میزان روان آب های بالا دست این سدها به یک سوم کاهش یافته است. \r\n\r\n وی خواستار افزایش میزان صرفه جویی آب از سوی مردم شد و ادامه داد: وضعیت آب سدها آنقدر بحرانی است که مردم بابد دعا کنند تا باران ببارد. \r\n\r\n نوذری پور، با بیان این که در حال حاضر متوسط مصرف آب در تهران 2.5 میلیون متر مکعب در روز است گفت: براساس درجه حرارت هوا مقداری افزایش و کاهش نسبت به این رقم داریم اما به طور متوسط 2.5 میلیون متر مکعب آب در تهران روزانه مصرف می شود و کماکان حجم مصرف بالا است.
7,استقرار توده هوای سرد در استان زنجان تداوم می یابد \r\n محمدعلی مسلمی امروز در گفت وگو با خبرنگار فارس در زنجان وضعیت جوی امروز استان را بارندگی پراکنده پیش بینی کرد و اظهار داشت: این بارندگی ها از اواخر وقت امروز قطع می شود. \r\n\r\n وی تنها سامانه بارشی هفته جاری را بارش های پراکنده برای عصر روز چهارشنبه دانست و اضافه کرد: به غیر از این سامانه، استان طی هفته جاری بارندگی نخواهد داشت. \r\n\r\n کارشناس پیش بینی جوی اداره کل هواشناسی استان زنجان برودت هوا و کاهش دما را از پدیده های جوی استان طی چند روز آینده عنوان کرد و افزود: این کاهش دما بیش از 10 درجه پیش بینی شده که همین امروز دما هشت درجه کاهش یافته است. \r\n\r\n وی تاکید کرد: کاهش دمای استان زنجان تا عصر روز چهارشنبه یعنی ورود و آغاز فعالیت سامانه جوی کم دامنه بعدی ادامه می یابد. \r\n\r\n مسلمی به بارش های چند روز گذشته در سطح استان زنجان اشاره کرد و گفت: همه شهرستان ها به غیر از گرماب بارش هایی را طی این مدت داشته اند. \r\n\r\n وی با بیان اینکه بیشترین میزان بارش طی این مدت با 17 میلی متر از خرم دره گزارش شده است، بیان داشت: شهرستان های خدابنده، زنجان، ماهنشان و آب بر هم طی این مدت 10، 16، 10 و 14 میلی متری داشته اند. \r\n\r\n کارشناس پیش بینی جوی اداره کل هواشناسی استان زنجان دمای فعلی شهر زنجان را دو درجه زیر صفر اعلام کرد و گفت: زنجان طی 24 ساعت گذشته نوسان دمایی بین 10 درجه زیر صفر و سه درجه بالای صفر را پشت سر گذاشته است. \r\n\r\n وی با بیان اینکه طی روز گذشته خرم دره با 12 درجه زیر صفر پایین ترین دما را داشته است، خاطرنشان کرد: بالاترین دما در این بازه زمانی سه درجه بالای صفر بوده است. \r\n\r\n انتهای پیام/73004/ح20
7,هوای تهران امروز ناسالم است \r\n به گزارش گروه اجتماعی آنا، بر اساس اطلاعات رسیده از ایستگاه های سنجش آلودگی هوای شهر تهران، بر میزان غلظت کلیه آلاینده ها نسبت به روز گذشته در همین ساعت افزوده شده است. به این ترتیب میانگین آلاینده ذرات معلق کمتر از دو و نیم میکرون فراتر از حد مجاز بوده و شاخص کیفیت هوا هم اکنون در شرایط ناسالم برای گروه های حساس قرار دارد. \r\n\r\n براساس این اطلاعات، ایستگاه های دروس، پارک رازی، پارک سلامت، سوهانک، شهرک چشمه و فرمانداری شهرری به لحاظ آلاینده ذرات معلق کمتر از دو و نیم میکرون در شرایط ناسالم قرار دارند. \r\n\r\n پیش بینی شرایط آب و هوایی تهران نیز نشان می دهد که هوای شهر تا ساعت آینده در وضعیت ثابتی قرار خواهد داشت که با توجه به این وضعیت، وضعیت هوای این شهر نیز تا ساعات آینده در شرایط ناسالم قرار خواهد داشت. \r\n\r\n درشرایط ناسالم هوای شهر، توصیه می شود گروه های حساس یعنی افراد مبتلا به بیماری های قلبی و ریوی، سالمندان و کودکان از فعالیت های طولانی مدت در فضای باز اجتناب کنند. \r\n\r\n انتهای پیام/
