cat_id,train_text
3,سفر وزیر خارجه ترکیه به تهران \r\n به منظور شرکت در بیست و یکمین نشست وزیران خارجه کشورهای عضو سازمان همکاری اقتصادی (اکو) احمد داوود اوغلو، وزیر خارجه ترکیه 5 آذرماه (26 نوامبر) به تهران سفر می کند.هم چنین وزیر امورخارجه ترکیه در این سفر با محمد جواد ظریف، همتای ایرانی اش درباره روابط دوجانبه و مسایل منطقه ای به خصوص سوریه دیدار و گفت و گو می کند.در این دیدار زمان دقیق سفر رجب طیب اردوغان، نخست وزیر این کشور به ایران و سفر حسن روحانی، رییس جمهور کشورمان به ترکیه که به هنگام حضور داوود اوغلو در مراسم تحلیف ریاست جمهوری توافق شده بود، مورد گفت و گو قرار می گیرد.بیست و یکمین نشست وزیران خارجه کشورهای عضو اکو 3 الی 5 آذرماه در تهران برگزار می شود.ایران، پاکستان، ترکیه، افغانستان، آذربایجان، قزاقستان، ترکمنستان، قرقیزستان، ازبکستان و تاجیکستان عضو سازمان همکاری اقتصادی (اکو) هستند.
3,برگزاری انتخابات مجلس و خبرگان رهبری در 7 اسفند \r\n سخنگوی شورای نگهبان، گفت: هفتم اسفند ماه سال آینده به عنوان روز انتخابات مجلس دهم و مجلس خبرگان رهبری از سوی شورای نگهبان تعیین شد. به گزارش روابط عمومی شورای نگهبان، نجات الله ابراهیمیان با اشاره به ارسال نامه وزارت کشور به این شورا جهت تعیین روز انتخابات مجلس شورای اسلامی و مجلس خبرگان رهبری، اظهار کرد: چند روز قبل نامه وزارت کشور مبنی بر پیشنهاد روز برگزاری انتخابات مجلس دهم به شورای نگهبان رسید که دو تاریخ مجزا در این نامه به عنوان روز برگزاری انتخابات پیشنهاد شده بود. وی ادامه داد: اعضای شورای نگهبان با بررسی همه جوانب، نسبت به بررسی این دو تاریخ، اقدام و روز هفتم اسفند ماه سال آینده را به عنوان روز برگزاری انتخابات مجلس شورای اسلامی و مجلس خبرگان رهبری تعیین کردند. سخنگوی شورای نگهبان تصریح کرد: این تصمیم شورای نگهبان به وزارت کشور اعلام شده است.
3,نشست اصلاح طلبان خراسان شمالی برگزار می شود \r\n به گزارش خبرگزاری فارس از بجنورد، نشست اصلاح طلبان با حضور سیدرضا نوروززاده و حسین آفریده از اصلاح طلبان استان این هفته برگزار خواهد شد. \r\n\r\n این دومین نشست رسمی اصلاح طلبان استان برای انتخابات دهم مجلس شورای اسلامی طی امسال است. \r\n\r\n البته در ماه های گذشته نشست های محفلی در این زمینه از سوی اصلاح طلبان خراسان شمالی برگزار شده بود. \r\n\r\n اکنون چند چهره اصلاح طلب در استان برای انتخابات مجلس شورای اسلامی مطرح هستند که برخی از آنان از کارکنان وزارت کشور بوده و اکنون دارای مسئولیت های مختلفی در استانداری هستند. \r\n\r\n براساس دستورالعمل وزیر کشور کارکنان این وزارتخانه باید تا قبل از اسفند ماه امسال استعفای خود را برای حضور در انتخابات اسفند 94 مجلس شورای اسلامی ارائه کنند. \r\n\r\n همچنین چند نماینده ادوار مجلس شورای اسلامی در خراسان شمالی خود را برای حضور در این انتخابات آماده می کنند. \r\n\r\n استان خراسان شمالی هم اکنون دارای چهار کرسی در مجلس شورای اسلامی بوده و شهرستان فاروج در خراسان شمالی و قوچان در خراسان رضوی به طور مشترک یک نماینده دارند. \r\n\r\n همچنین از سوی کمیسیون شوراهای اسلامی مجلس مقرر بود تا برای حوزه انتخابیه بجنورد و راز و جرگلان برای انتخابات دوره بعد مجلس به طور مشترک دو نماینده و شهرستان های مانه و سملقان، جاجرم و گرمه به طور مشترک یک نماینده داشته باشند که تاکنون این مهم نهایی نشده است. \r\n\r\n براساس قانون باید تعداد نمایندگان دهمین دوره مجلس شورای اسلامی به 310 نفر یا بیشتر افزایش یابد، چرا که باید در انتخابات مجلس شورای اسلامی (1390-91)، 20 نفر افزوده می شد که در آن دوره، لایحه افزودن 20 نماینده به تعداد نمایندگان فعلی از طرف دولت به مجلس هشتم، ارائه نشد، به همین خاطر باید این دوره، تعداد نمایندگان 20 نفر افزایش یابد. \r\n\r\n
3,تیم مذاکره کننده هسته ای در راه تهران \r\n به گزارش خبرگزاری موج، محمد جواد ظریف، وزیر امور خارجه کشورمان که در رأس تیم مذاکره کننده هسته ای از روز جمعه به منظور شرکت در اجلاس امنیتی مونیخ به آلمان سفر کرده بود، امشب در پایان سفر سه روزه به ایران باز می گردد. \r\n ظریف در مونیخ علاوه بر دیدار با برخی وزرای خارجه 1+5 با وزیر امور خارجه عراق، نخست وزیر لبنان، رئیس آژانس بین المللی انرژی اتمی، مسئول سیاست خارجی اتحادیه اروپا و رئیس جمهور اسلوونی دیدار و گفتگو داشت.
3,رییس جمهور اسلوونی: علاقمندم به ایران سفر کنم \r\n وزیر خارجه کشورمان در حاشیه کنفرانس مونیخ با رییس جمهوری اسلوونی دیدار کرد. \r\n\r\n به گزارش گروه سیاسی خبرگزاری برنا، رییس جمهور اسلوونی در دیدار با وزیر امور خارجه کشورمان گفت: ایران نقش بسیار برجسته ای با توجه به جایگاه و قدرت آن در حل و فصل بحران های منطقه یی دارد. \r\n\r\n رییس جمهوری اسلوونی گفت: علاقه مند به سفر به تهران است و بر اساس دعوتی که از سوی دکتر روحانی شده است در اولین فرصت و زمان مناسب به ایران سفر خواهد کرد. \r\n\r\n وی ابراز امیدواری کرد که در اسرع وقت موضوع هسته ای ایران حل شود و این امر بسیار مهم و آثار مثبت خواهد داشت.
3,تفرقه سم مهلک اصلاح طلبان واعتدالیون است \r\n گروه سیاسی-رسانه ها: صادق زیباکلام استاد دانشگاه تهران در یادداشتی در روزنامه آرمان نوشت: در روزهای اخیر خبری مبنی بر برگزاری انتخابات مجلس شورای اسلامی در تاریخ 7 اسفند 94 بر روی درگاه خبری خبرگزاری ها قرار گرفت. با توجه به فاصله زمانی یکساله تا انتخابات آتی مجلس شورای اسلامی باید گفت شمارشی معکوس برای افراد و جریانات سیاسی مختلف برای حضور، شرکت و پیروزی در انتخابات آغاز شده است. جریان فعال و پویای اصلاح طلبی نیز این روزها در پی تدارک برای حضوری گسترده و جامع در انتخابات است. جریانی که همیشه صندوق رای را به عنوان نمود اراده ملت محترم و مغتنم شمرده و تلاش داشته است تا در صحنه انتخابات حضور موثر داشته باشد اما به هر حال اکنون و با توجه به فاصله زمانی یکساله باقیمانده تا انتخابات مجلس دهم شورای اسلامی که اهمیت زیادی نیز برای جریانات سیاسی خواهد داشت اصلاح طلبان باید بدانند که هم در این مسیر با چالشهایی روبه رو هستند و هم اینکه باید سیاستهای دقیقی را نیز اتخاذ نمایند. \r\n\r\n به هر حال چیزی که مسلم است اینکه اصولگرایان تصمیم دارند به هر نحو که شده است و با بهانه های مختلف شخصیتها و چهره های اصلاح طلب را از ورود به عرصه انتخابات دلسرد کنند. اما باید گفت در این خصوص اصلاح طلبان باید پیگیر و مصمم باشند تا امکان رخ دادن چنین اتفاق یا بازی سیاسی را به حداقل رسانده و در چارچوب قانون، پیگیر حقوق خود باشند. این مسئله را اصلاح طلبان باید در مطبوعات و رسانه های خود منعکس کرده و به عنوان یک خواست اجتماعی باید طرفداران دولت، اصلاح طلبان و همچنین جریانات میانه رو در دستور کار خود قرار دهند. اما این نکته را اگر وجه بیرونی کار اصلاح طلبان و جناح میانه رو تلقی کنیم در درون و به عنوان کارویژه درونی اصلاح طلبان باید تلاش بسیار زیادی در این جهت داشته باشند که در میان خود حداکثر وحدت و همدلی را ایجاد کنند. \r\n\r\n طرفداران جریان اصلاحات و طرفداران دولت یازدهم تقریبا هر دو از یک قبیله اند و باید تلاش کنند تا در میانشان دوگانگی و تفرقه پدید نیاید و بتوانند اگر نگوییم در همه حوزه ها لااقل در بسیاری از حوزه ها لیست مشترک انتخاباتی ارائه دهند؛ لیست مشترکی در تهران، در کلانشهرها و در سایر حوزه ها. چرا که رمز پیروزی در انتخابات پیش روی مجلس برای اصلاح طلبان چیزی جز وحدت، همدلی و یکپارچگی نمی تواند باشد و در غیر این صورت اگر تفرقه ای یا اختلافی مثلا در خصوص طرفداری جریانات اصلاح طلبی از لیست های مختلف به وجود آید نتیجه ای جز شکست و ناکامی همانطور که در دوره های سابق مجلس پیش آمد، نخواهد داشت. بنابراین وحدت و انسجام در میان همه نیروهای جریان اصلاح طلب و تلاش برای دستیابی به لیستی واحد و مشترک میان همه جریانات اصلاح طلب و حامی دولت از اوجب واجبات بوده و اگر اصلاح طلبان بتوانند به نحو احسن این امر را محقق سازند به یقین می توان گفت که در انتخابات اسفند 94 حداقل دو سوم کرسی های مجلس شورای اسلامی در اختیار اصلاح طلبان و حامیان منش و روش اعتدالی قرار خواهد گرفت.تفرقه و انشقاق سم مهلک برای اصلاح طلبان و اعتدالیون است مراقب باشیم در این دام نیفتیم.
3,رییس جمهور بلاروس به تهران می آید \r\n به گزارش خبرنگار بین الملل خبرگزاری موج، محمدجواد ظریف در دبدار همتای بلاروسی خود گفت تهران خواستار گسترش همکاری با مینسک است. \r\n وی با اشاره به تفاهم و مشارکت متقابلی دو کشور در زمینه بین المللی گفت: امیدواریم سفر رئیس جمهور بلاروس به ایران به زودی انجام شود. این سفر زمینه مناسبی برای تقویت روابط دو کشور فراهم خواهد کرد. \r\n وزیر امور خارجه ایران تصریح کرد: تهران و مینسک روابط تجاری و اقتصادی بسیار خوبی دارند؛ روابطی که ظرفیت گسترش آن نامحدود است. \r\n وزیر امور خارجه بلاروس نیز با تاکید بر لزوم تقویت همکاری های دو کشور گفت: وظیفه ما اتخاذ تدابیری برای تقویت همکاری های تجاری و اقتصادی است. وی افزود این روابط اقتصادی باید مطابق با سطح همکاری های سیاسی دو کشور باشد.
3,آمریکا بار دیگر به اتباع خود نسبت به سفر به ایران هشدار داد/متهم کردن تهران به سرکوب اقلیت ها \r\n به گزارش گروه بین الملل خبرگزاری فارس ، آمریکا روز جمعه با صدور بیانیه ای بار دیگر نسبت به اتباع خود نسبت به سفر به ایران هشدار داده و مدعی ناامنی در برخی از مناطق مرزی ایران شد. \r\n\r\n در بخشی از بیانیه وزارت خارجه آمریکا که نسخه اولیه آن روز 22 می 2014 (1 خرداد 1393) صادر و دیروز تجدید شد، آمده است: وزارت خارجه به شهروندان ایالات متحده هشدار می دهد که به دقت ریسک های سفر به ایران را مد نظر قرار دهند. احتمال دارد افراد با تابعیت دوگانه ایرانی-آمریکایی برای خروج از ایران با دشواری مواجه شوند. \r\n\r\n این بیانیه می افزاید: برخی عناصر در ایران همچنان با ایالات متحده خصومت دارند. در نتیجه، احتمال دارد شهروندان ایالات متحده در صورت سفر به ایران یا اقامت در این کشور، در معرض آزار یا بازداشت قرار گیرند. \r\n\r\n وزارت خارجه آمریکا همچنین در این بیانیه ایران را به بازداشت غیرمنصفانه افراد با تابعیت دوگانه که برای مقاصد حرفه ای یا شخصی به ایران سفر کرده اند، متهم شده و نوشته است: شهروندان ایالات متحده با اصلیت ایرانی، باید پیش از برنامه ریزی برای سفر به ایران، ریسک این را که از سوی مقامات هدف قرار گیرند، مد نظر گیرند. \r\n\r\n واشنگتن همچنین در ادامه این بیانیه مغرضانه، مدعی شده است: دولت ایران همچنان به سرکوب برخی اقلیت های مذهبی و قومی نظیر مسیحیان، بهایی ها، اعراب، کردها، آذری ها و دیگران ادامه می دهد. در نتیجه، برخی مناطق داخل کشور که این اقلیت ها زندگی می کنند، شامل مرز بلوچستان در نزدیکی پاکستان و افغانستان، منطقه کردنشین شمال غربی و مناطق نزدیک به مرز عراق، ناامن مانده است. \r\n\r\n جان کری وزیر خارجه آمریکا هم روز پنج شنبه در کنفرانس خبری در صوفیه پایتخت بلغارستان، بار دیگر مسئله خبرنگار روزنامه واشنگتن پست را مطرح و خواستار آزادی وی شده بود. این در حالی است که ایران تصریح کرده است که افراد بازداشتی در ایران، اقداماتی فراتر از آنچه به صورت رسمی اعلام شده بود، انجام داده اند. \r\n\r\n با این حال، مقامات آمریکایی که پیشتر هم اعلام کرده اند حتی در صورت حل مسئله هسته ای، فشارها در رابطه با حقوق بشر ادامه می یابد. مری هارف سخنگوی وزارت خارجه آمریکا روز پنج شنبه گفت کری در دیدار اخیرش با همتای ایرانی خود، مسئله خبرنگار بازداشتی را مطرح کرده است. به گفته وی، این مسئله همزمان با پرونده هسته ای، پیگیری می شود. \r\n\r\n انتهای پیام/ق
3,مصوبه اخیر مجمع تشخیص درباره عدم ورود نظامیان به انتخابات امر ویژه ای نیست \r\n به گزارش شریان ، سردار احمد وحیدی وزیر سابق دفاع و عضو مجمع تشخیص مصلحت نظام عصر امروز در حاشیه مراسم ختم والده محمود احمدی نژاد در جمع خبرنگاران در مورد بند هفتم مصوبه مجمع تشخیص مصلحت نظام در رابطه با عدم ورود نظامیان به انتخابات، گفت: این امر ویژه ای نیست و قرار است هیچ دستگاهی اعم از لشگری و کشوری در انتخابات دخالت جانبدارانه ای نداشته باشند. \r\n\r\n وی افزود: البته این مصوبات مراحل دارد و تا قبل از ابلاغ مقام معظم رهبری قابل اجرا نیست. \r\n /تسنیم
3,حضور روحانی به عنوان رئیس جمهور در مجمع تشخیص مصلحت نظام \r\n حسن روحانی رئیس جمهور اسلامی ایران برای اولین بار در کسوت ریاست جمهوری در جلسه مجمع تشخیص مصلحت نظام به ریاست آیت الله هاشمی رفسنجانی حضور یافت.پیش از این روحانی به عنوان عضو حقیقی در جلسات مجمع شرکت می کرد.اولین جلسه مجمع تشخیص مصلحت نظام پس از ماه مبارک رمضان صبح امروز در ساختمان قدس این مجمع برگزار شد.
3,درباره طرح افزایش اختیارات وزیر دادگستری با شورای نگهبان هم نظریم \r\n به گزارش خبرنگار سیاسی خبرگزاری فارس ، آیت الله گرکانی رئیس دیوان عالی کشور در حاشیه مراسم چهلمین روز درگذشت آیت الله مهدوی کنی در جمع خبرنگاران درباره طرح افزایش اختیارات وزیر دادگستری گفت: نظر ما همان چیزی است که شورای نگهبان اعلام و طرح پیشنهادی مجلس را رد کرد. \r\n\r\n وی در پاسخ به این سؤال که احتمال بررسی این طرح در مجمع تشخیص مصلحت نظام با اصرار نمایندگان وجود دارد، گفت: اگر این طرح به مجمع تشخیص مصلحت برود قطعاً در آنجا تکلیفش مشخص می شود و اگر قانون مجوز عملیاتی شدن این طرح را بدهد ما نیز آن را می پذیریم حتی اگر میل باطنی ما چیز دیگری باشد. \r\n\r\n انتهای پیام/
3,تذکر شورای عالی انقلاب فرهنگی به وزیر علوم برای سرعت بخشیدن به انتخاب ریاست دانشگاه ها/ مشکلات تأخیر در اعلام رئیس دانشگاه تهران \r\n به گزارش خبرنگار گروه دانشگاه خبرگزاری فارس ، منصور کبگانیان عضو شورای عالی انقلاب فرهنگی در جمع خبرنگاران در رابطه با تأخیر در انتصاب رئیس دانشگاه تهران گفت: در چند وقت اخیر شورای عالی انقلاب فرهنگی تعطیلی هایی را داشته است و به همین دلیل اطلاع دقیقی از ریاست دانشگاه ها نداریم ولی امیدواریم در جلسه هفته آینده شورا این مسئله مطرح شود تا دانشگاه تهران از رکودی که در آن قرار گرفته است خارج شود. \r\n\r\n وی افزود: شورای عالی انقلاب فرهنگی برای انتخاب سریع تر ریاست دانشگاه ها به وزیر علوم تذکر داده و وی نیز قول داده تا سریع تر دانشگاه ها را از این بن بست خارج کند زیرا برخی از سرپرست های دانشگاه ها مدت زیادی به عنوان سرپرست بوده اند و برخی از سرپرست ها نیز براساس هماهنگی با شورای عالی انقلاب فرهنگی قرار بود تغییر کنند. \r\n\r\n کبگانیان ادامه داد: باید افرادی معرفی شوند که مورد توافق وزارت علوم، بهداشت و شورای عالی انقلاب فرهنگی باشند و به طور کلی مسیر انتخاب رؤسای دانشگاه ها به این صورت است که پیش از رأی گیری در رابطه با تأیید سرپرست یک دانشگاه یک جمع بندی کلی از نظرات اعضا صورت می گیرد تا در رأی گیری نتیجه مناسب به دست آید ولی در برخی موارد این جمع بندی مناسب نبود و قرار شد افراد دیگری اعلام شود. \r\n\r\n عضو شورای عالی انقلاب فرهنگی گفت: در مورد دانشگاه تهران و معدود دانشگاه های دیگر نیز باید روند انتخاب رئیس دانشگاه در چارچوب توافق طرفین باشد و در حال حاضر نیز شورای عالی انقلاب فرهنگی منتظر اقدام وزارت علوم در چارچوب رویه ها است. \r\n\r\n وی اظهار داشت: در شورای عالی انقلاب فرهنگی آیین نامه های مدیریتی براساس تجربیات بسیار تدوین شده و اگر قرار است یک وزیر آیین نامه ها را تغییر دهد باید اصلاحاتی را ارائه کند که مورد تصویب اعضای شورا قرار گیرد. \r\n\r\n کبگانیان افزود: مشکل دانشگاه تهران در تأخیر انتخاب رئیس دانشگاه نیز رویه ها و آیین نامه ها بود. \r\n
3,مقام معظم رهبری در فتنه 88 پای رأی مردم ایستادند \r\n عضو مجمع تشخیص مصلحت نظام گفت: مقام معظم رهبری در فتنه 88 پای رای مردم ایستادند \r\n تا تقدس رای مردم حفظ شده و شالوده نظام سست نشود.به گزارش گروه سیاسی خبرگزاری میزان، سید مصطفی میرسلیم در اجلاس سراسری دبیران استان ها و شهرستانهای حزب موتلفه اسلامی با اشاره به هنر حزبی بودن اظهارکرد: مقام معظم رهبری در کرمانشاه جایگاهی که حزب در جمهوری اسلامی باید به عنوان مردمسالاری اسلامی داشته باشد را مطرح کردند و در حال حاضر مجمع تشخیص مصلحت نظام به دنبال سیاست های کلی انتخابات است زیرا از اهمیت بسیاری برخوردار بوده و سرنوشت سیاسی جمهوری اسلامی به آن وابسته است.وی در ادامه با اشاره به رفتار سیاسی مقام معظم رهبری در سال 88 گفت: مقام معظم رهبری در فتنه 88 پای رای مردم ایستادند تا تقدس رای مردم حفظ شده و شالوده نظام سست نشود و در واقع نظر مقام معظم رهبری این بود که باید به رای اکثریت احترام گذاشت.میرسلیم تاکید کرد: نباید نظر خود را به دیگران القا کرد بلکه باید برای نظر و رای دیگران احترام قائل بود.
3,احمدی نژاد با مجمع تشخیص آشتی کرد!؟ \r\n فارس: محمود احمدی نژاد رییس جمهور اسلامی کشورمان پس از چند سال در جلسه مجمع تشخیص مصلحت نظام شرکت کرد. آخرین باری که محمود احمدی نژاد رئیس جمهور در جلسات مجمع تشخیص مصلحت نظام شرکت کرد به اوایل سال 1388 برمی گردد. پس از آن بویژه پس از انتخابات ریاست جمهوری دوره دهم، محمود احمدی نژاد که به لحاظ جایگاه ریاست جمهوری یکی از اعضای حقوقی و ثابت مجمع تشخیص مصلحت نظام است در تمام جلسات این مجمع غایب بود.محمود احمدی نژاد به موجب حکم رهبر معظم انقلاب و به لحاظ جایگاه حقوقی خود یعنی ریاست جمهوری به عنوان عضو مجمع تشخیص مصلحت نظام معین شده است و ادای این مسئولیت از وظایف محمود احمدی نژاد و نیز سایر اعضای مجمع تشخیص مصلحت نظام است.
3,بررسی سیاست های کلی انتخابات قطعه تاریخی مجمع تشخیص است/ ماموریت ویژه رئیس مجمع به ولایتی \r\n به گزارش حوزه احزاب خبرگزاری فارس ، آیت الله هاشمی رفسنجانی در ابتدای جلسه صبح امروز مجمع تشخیص مصلحت نظام، با تشکر از رهبری معظم انقلاب به خاطر ارجاع پیش نویس سیاست های کلی انتخابات، این مسئولیت را قطعه ای تاریخی مهم برای مجمع ذکر کرد و گفت: اینکه رهبری معظم به این مرحله رسیده اند که روند جاری انتخابات باید مورد اصلاح و بازنگری قرار گیرد مسئولیت بزرگی بر عهده مجمع تشخیص مصلحت نظام قرار گرفته که امیدوارم با سعه صدر، جامع نگری و کار کارشناسی، قانونی جامع، ماندگار و مفید برای آینده کشور در مجمع تدوین شود تا مورد افتخار نظام مردم سالاری دینی و قضاوت خوب و مثبت همه آحاد مردم قرار گیرد. \r\n\r\n رئیس مجمع تشخیص مصلحت نظام جمله رهبری معظم انقلاب به عنوان مجتهدی صالح، آگاه و بصیر به امور قبل و بعد از انقلاب اسلامی مبنی بر اینکه: رأی مردم حق الناس است را جمله ای تاریخی و برگرفته از اصول مسلم دینی و قرآنی ذکر کرد و افزود: پس از این سخنان حکیمانه رهبری، متأسفانه توسط اشخاص، مبلغین، دستگاه های ارتباطی و تبلیغاتی حتی صداو سیما زیاد به ابعاد جامع این جمله پرداخته نشد و اگر این رهنمود رهبری به طور کامل در مقدمات انتخابات، حین برگزاری و مراحل پس از آن توسط کاندیداها، مجریان و ناظران انتخابات مورد توجه قرار گیرد، هیچ حقی از رأی مردم ضایع نمی شود. \r\n\r\n وی افزود: مبنای دمکراسی دینی در کشور پیاده کردن این فرمان رهبری است و باید نمونه ای از دمکراسی براساس مکتب اهل بیت(ع) در جامعه تثبیت شود که موجب افتخار کشور در داخل و دنیا خواهد بود. \r\n\r\n هاشمی رفسنجانی خطاب به اعضای مجمع تشخیص مصلحت نظام خاطرنشان ساخت: باید به طور جدی و فعال و با سعه صدر و به دور از مسائل سیاسی و جناحی، مقررات و قانون سیاسی جامعی برای انتخابات در مجمع شکل بگیرد که ضابطه مند، جامع و فراگیر باشد. \r\n\r\n وی تأکید کرد: حفظ آبرو و حیثیت و پرهیز از تهمت و دروغ نسبت به مؤمن و مؤمنین در اسلام مورد احترام و سفارش خاص قرار گرفته است که متأسفانه این موضوع در بسیاری از موارد جرم محسوب نشده که باید برای جلوگیری از ترویج این گونه مسائل ضدفرهنگی و اخلاقی فکری کرد. \r\n\r\n رئیس مجمع تشخیص مصلحت نظام با توجه به ضرورت مطالعه جامع قانون انتخابات در سایر کشورهای جهان و بهره گیری از تجارب دیگران، از آقای دکتر ولایتی و مرکز تحقیقات استراتژیک مجمع خواست تا نسبت به مطالعه دقیق کارشناسانه در قانون انتخابات دنیا به منظور ارائه پیشنهادات جامع در این خصوص، اعضای مجمع را در تدوین قانون جامع انتخابات کمک و یاری کنند. \r\n\r\n به گزارش فارس، پیشنهاد و بازنگری و اصلاح قانون انتخابات در اردیبهشت ماه سال 1387 توسط وزیر وقت کشور خدمت مقام معظم رهبری تقدیم شد. در بخشی از این نامه آمده است: ادامه روند فعلی انتخابات، متناسب با شاکله نظام جمهوری اسلامی ایران و تراز شهروندان عزیز و سرفراز نیست و از طرفی همه ظرفیت ها و امکانات مادی و معنوی آماده تحویل می باشد، لذا از باب ضرورت برای حل بسیاری از معضلات در حوزه انتخابات که حکم هوا برای فضای سیاسی کشور را دارد، مهمترین محورها را جهت بازنگری و اتخاذ تصمیمات راهبردی، تقدیم می دارم. \r\n\r\n انتهای پیام/
3,"شورای نگهبان: اکبرگنجی با ما همکاری نداشت \r\n فارس: در جوابیه اداره کل روابط عمومی شورای نگهبان آمده است: فردی که مصاحبه شونده، او را با اکبر گنجی اشتباه گرفته است، ""حسن گنجی"" بوده که اکنون نیز در داخل کشور می باشد و اکبر گنجی سابقه هیچگونه همکاری با شورای نگهبان نداشته است و همکاری اکبر گنجی با شورای نگهبان، کذب محض است. \r\n\r\n جای تأمل است که افرادی با ادعای سوابق سیاسی، این گونه اشتباهات فاحش را مرتکب می شوند، مگر آنکه نیات سیاسی خاصی را دنبال نمایند. \r\n\r\n گفتنی است موسوی لاری اخیرا در گفت و گو با یک هفته نامه مدعی شده بود که اکبر گنجی با شورای نگهبان همکاری داشته است."
3,دکتر ابراهیمیان در واکنش به اظهارات مداخله جویانه نایب رئیس مجلس آلمان مطرح کرد شورای نگهبان در بررسی صلاحیت ها سلیقه ای عمل نمی کند \r\n سخنگوی شورای نگهبان گفت: در ایران هم شرایط انتخاب شوندگان و هم اختیارات شورای نگهبان در بررسی صلاحیت افراد را قانون معین کرده است لذا شورای نگهبان اختیاری بیش از آنچه که قانون مشخص کرده، ندارد. \r\n\r\n سخنگوی شورای نگهبان گفت: قاعده کلی این است که شورای نگهبان بر اساس عملکرد هر فرد شرایط را در مورد او در موسم انتخابات و با رعایت آیین ویژه رسیدگی مورد ارزیابی قرار داده و اعلام نظر می کند. \r\n\r\n نشست خبری دکتر ابراهیمیان سخنگوی شورای نگهبان، روز شنبه سیزدهم دیماه 1393 با حضور اصحاب رسانه برگزار شد. \r\n\r\n نشست خبری دکتر ابراهیمیان سخنگوی شورای نگهبان، روز شنبه 13 دی ماه با حضور اصحاب رسانه برگزار می شود. \r\n\r\n سخنگوی شورای نگهبان در گفت و گوی تفصیلی با ایرنا توصیه کرد هیچ کدام از گروه های سیاسی از شورای نگهبان برای تقویت مواضع سیاسی خودشان مایه نگذارند، شورای نگهبان جز قانون و فرمایشات رهبر معظم انقلاب اسلامی ملاک دیگری ندارد. \r\n\r\n سخنگوی شورای نگهبان با تأکید بر اینکه پس از فتنه سال 88 برداشت جدیدی از قانون در زمینه تأیید صلاحیت ها در شورای نگهبان رخ نداده است، گفت: خط قرمز شورا اشخاصی هستند که کشور را به سمت بحران های خطرناک سوق دادند. \r\n\r\n سخنگوی شورای نگهبان گفت: بحث التزام و اعتقاد به مبانی نظام جمهوری اسلامی ایران، مسائلی نیست که قابل رسیدگی در محاکم دادگستری باشند. این جزء مسائلی است که اولین و آخرین داور آنها شورای نگهبان است. \r\n\r\n ابراهیمیان گفت: شورای نگهبان نمی تواند از قبل نسبت به صلاحیت افراد و احزاب پیش داوری کند چرا که این شورا برای اعطای مناصب و صلاحیت ها، خطوط قرمز دارد.
3,دست های پلید آمریکا و اسرائیل با هماهنگی فرانسه برای ضربه زدن به اسلام علم شده است \r\n به گزارش خبرگزاری فارس از ساری، حجت الاسلام محمداسماعیل زارعی جمعه شب در همایش بین المللی پیام های انقلاب اسلامی در دهکده جهانی مقاومت در روستای کیاپی شهرستان میاندورود که با حضور مهمانان خارجی برگزر شد،اظهار داشت: اعدام سلمان رشدی لبیک به ندای امام خمینی (ره) است. \r\n\r\n وی با تقدیر از حجت الاسلام سید حمید روحانی حضور موسس مرکز انقلاب اسلامی در این مراسم تصریح کرد: این افراد عمارهای انقلاب هستند. \r\n\r\n دبیر همایش بررسی بین المللی پیام های انقلاب اسلامی با اشاره به استقبالی که از سوی میهمانان بین المللی از این مراسم صورت گرفت، اظهار داشت: مرحوم زارعی در سال 77 بخشی از زمین های خودش را برای اعدام سلمان رشدی اختصاص داد اما امروز همه املاکی که مرحوم زارعی برای اعدام سلمان رشدی اختصاص داد موجود است و ما هر روز دقیقه شماری می کنیم که این خبر را بشنویم و به اعدام کننده انقلابی این مرتد و هر انقلابی دیگر که این ملعون را به درک واصل کنند سند رسمی را تحویل دهیم. \r\n\r\n وی با تاکید بر اینکه به عنوان فرزند مرحوم زراعی هیچ وقت از پیام پدرمان عدول نمی کنیم، گفت: اگر دشمن در آن روزگار سلمان رشدی را بهانه ای برای به چالش کشیدن اسلام علم کرد، امروز دست های پلید آمریکا و اسرائیل و با هماهنگی فرانسه به پیامبر اهانت کردند. \r\n\r\n به گزارش فارس؛ در پایان این مراسم پرچم مزین به نام رسول الله در محل یادمان شهید مازح در روستای کیاپی برافراشته شد. \r\n\r\n انتهای پیام/86004/
